team_id,team_name,score
a4700d20-b295-4abf-9e39-7333dd5c7b39,XIREC Collectors,194454.94
fc122a58-9310-4e2e-ba30-64de07599de3,Centrale Alpha Fund,194354.54
bf0986de-6046-4a60-8d72-462440e67780,Roots Ocean Prime,194140.32
76584bc2-e620-4faf-85ef-21488460bbd1,OntarioStreet700,194052.76
35849c44-4245-4030-b874-846235a9ea05,Gautam,194033.77
4ec4ca3e-a34a-4b6f-a75d-94f560d7a586,Dream Team,194008.54
b0affdd5-6201-4b92-8ddb-2031a82ff5e2,psrbot,193934.41
a19bc106-5776-4741-af55-5cc8791482e8,Alpha Search Team,193892.55
d37eea09-bab9-4b4f-b80f-50e69ffa5ad0,Rocky Mountain Goats,193687.23
989a2fe3-50c4-4abc-bc7f-8a518cbde73d,Qu4nt D3stroy3rs,193606.54
cea4266b-8337-463f-b004-48c1952dca81,derMiro,193584.85
43997a4e-56b5-4ae5-b1ae-88b6f9c7f427,team team team,193580.82
9e811271-712a-4844-a8c2-1cd2413ba03c,The Arbitrage Goats,193546.13
16916ae6-643e-4e1b-8f50-3a6bf28b8a39,Tayaya Trading,193479.32
fd34724d-9682-414b-9520-739be0fb41d0,PowderDays,193452.79
d52073c8-42aa-4d89-a712-d3ebe78110e4,Oracles of Delphi,193435.85
d88db7f2-5e05-409c-a17a-02fe958b885c,Meiji,193435.05
29387026-6bc4-43cc-ad0a-7a317aa74b35,Stop the Birds,193341.79
2ca2eb32-ee6d-4698-9071-4fa0f15d1569,The Vega Games,193299.91
9fd69625-2771-4207-ae75-286a84943284,GUDG,193131.79
49e728f5-f9dc-4714-af9a-f24477a54fd4,A manger,193099.85
18417f70-830d-45c8-a076-b396b1d3c0b1,JackOfHearts,193077.79
90897195-1db4-49dd-a2e8-595b88a053bd,The Mountain Goats,193071.23
158c2063-eeaf-4c29-8584-9d0bc8210790,TTG,193008.54
8bb1347f-32e1-4cd2-9aa5-75cd9b7e9198,Geezers of the Galaxy,192961.04
aea467c8-8d06-49c0-9bcb-693857da6ba2,Berkeley x Stanford,192954.54
984aaaa1-7822-4413-9677-a95447dd1543,Mamba In,192940.57
097d32e1-7493-4edf-8650-bdd4c73650c2,Frankfurt_Hedgehawk,192939.63
db5cf742-ac7e-47ac-bb02-7beb6244ed46,Hyenas,192692.85
7bb85994-deb1-4f55-8ecf-cb012257f84d,Who is weady to wumble,192690.1
3c6fc284-309e-4b8a-902f-11f6e61afe86,X Liquidity Providers,192649.54
6a9ea97b-3b96-4623-b64c-760874af73eb,Whim,192527.79
fa4bbf56-8b79-45f7-9e35-de97cba9d402,Pluto,192443.54
b5fea1b1-74a5-45b1-b3ac-22921d71b447,yurtles,192311.85
b59dafaa-a855-47f5-97fc-bc564c882de7,les bassemitos,192262.26
486d3d74-418b-4bad-8328-45af0814d9c5,The barn,192245.16
4437e221-56f5-4e55-a0d8-5053dc667bde,Silence of the Lambdas,192239.29
0da2e390-5744-4c2c-a777-2473a4deece8,Peaky Minors,192211.66
aa7269c1-4d7f-4276-9023-0c4d8b7b10c9,Tundra-wawa,192201.99
b097b001-1cc9-4879-ad1f-0380487b79c4,ras,192180.6
3b28eecf-7ab7-4968-8e6a-b499e9204cd0,Any Golfers,192176.54
44169dc4-3215-4703-b498-ff0741c12d75,Starkl7,192157.21
ceecb2be-754e-4c22-9e21-0c61dc300d6d,thehailmary,192114.79
412fe2cb-479a-43f8-9a69-09af5c975778,GOLowVol,192113.23
2d6156c4-b6bb-4b47-90eb-a1e388b6f369,USYD_No_1,192089.71
9b580c88-df0c-4a04-9e91-598d602ce6ff,Jinya,191987.04
3321a697-28b8-49dd-941b-13e48f0e547a,Kebab house,191944.79
63ef332f-d80f-4a74-83bf-a9ce45cbef18,Team Jimmy,191920.6
0dba4d68-6d12-4639-8e8f-e99a84a3aeef,MikeyTeam,191897.79
381cbca0-3dd5-446e-8c45-daf35fc1e27f,pink fluffy dumplings,191862.35
81c004bc-a3c3-4409-accb-1c25767fe417,bonk,191862.35
0703a2db-0ac6-4b89-a9e1-7ad1fe161900,Pabs,191820.41
fb01252b-cc69-49af-831b-bca00c3036b8,Lagrange Multiplier,191817.91
91346c66-c08a-483e-a9a0-cdcec68bdd19,RT Gamma,191798.82
405596fa-8b23-48fa-ac10-badf65447dc9,Degen Traders,191793.85
cf9a7209-ff23-4f3f-b194-f8c102639cf9,bugless,191726.54
456d6d4c-9931-486c-99fd-19ef1c354cd1,Draguax,191696.99
9fd93534-87f5-4e91-af35-8b1e51c36738,Serenissima Syndicate,191693.79
404e09e1-b436-48db-9a3a-ba3c2dcc90f6,crackedexplosion,191686.35
64af19fa-fe83-43c6-943b-ba6206ad26bc,Market Manipulators,191686.35
c5abf38e-afea-4b7c-913b-1a57880e86da,Farming in Space,191652.88
aadc844d-f96c-4eb7-8463-7e1b1d100032,Praxis Prodigies,191651.16
17601e63-f2f4-49da-b171-1dba30a04957,Too_Sigma,191620.8
b8614876-b773-431f-b02c-4844f711d62d,Vegasteroids,191611.85
2825c88d-d257-431d-a0dd-1b23a0bdea0a,Starmie,191600.79
96d1a7df-1cc5-48b9-8a34-c17379f8f4c1,ahhhhhhhhhhhhh,191597.35
5a7651fd-3ecf-472e-a062-8377f4067685,roorkeepelago,191586.51
dd650fe0-e678-41c9-a307-2ede66977cf6,DECIDED,191535.05
6faa9486-1fd7-40f0-8e26-dbf3840282e2,chatswood rsl enjoyers,191524.16
72414121-a457-4312-b34c-3a9beed5b455,Red Devils,191461.26
30be08f3-da79-420b-9ef6-fbf0dbed5d4a,Dark Forest Hunter,191460.66
e2e764ed-f1a6-444b-959c-546909d69281,Helicopter Holding,191441.1
b2c65da4-d0c8-423a-9937-a2d73fdea017,Alpha Adventurers,191438.16
68ab301b-ce91-424a-9bbb-7c9410d87e42,J4offsuit,191362.79
51c0247a-7840-41d6-985d-0df832e3c6a3,Patrick David,191338.1
587270e7-328a-4fe7-8574-d7a9e5974c86,Joomo,191322.54
8c348da1-59ac-4a03-82b9-7110e66665a9,SNUCLS,191312.04
1a8a4398-f53a-48bb-ad16-463830358cf8,Zolu,191286.16
cf65aaa6-5814-4443-8c9e-da847c9ac304,Yale Penguin,191269.79
671f45ca-7cf4-41ad-8a75-41942627ab00,Crusoim,191259.04
3d45c384-1e4f-40a4-9753-de6fb37f495f,Yellow Alpha,191250.29
71469d79-3ece-4c22-8151-d202122335ef,Cyg X-1,191236.32
d4a20686-d731-4c4d-9dfb-af182cc671b0,Satisfactory,191109.79
e3a2ea1b-e937-4c0c-9d87-059ee12de678,the_alphamakers,191075.04
889e631c-b5e2-45e3-ad22-19ce08a78997,Crispy Carp Capital,191044.79
21f1e668-b827-44f4-9484-587d31ca18e1,Blindsight,191022.54
dab9ec56-9752-4193-a684-fbaa96be8fbc,Gurren Lagann,191007.99
553469cf-26f1-460a-a275-d2168273ec22,Outsiderss,191002.92
a892ef4b-c53a-4f19-9a1a-6a9594f8df5b,SatoruGojo,190997.69
5c599203-c616-4fd2-93dd-a7293a0a78cf,OuterTrojan,190922.54
577fb3d0-8938-4308-a12d-f862f17f4ce5,Escape Velocity,190921.35
449a5ab7-1a55-4663-958f-9aed60972311,Sophisticated Sigmas,190901.66
38f931f2-0769-4707-a96d-f5d47d9ca9bf,Arthur y el resto,190891.19
87ff5df6-cdd3-4af3-a31c-fc60dde4b30b,GoBears,190861.26
c2df443d-ed71-4fba-9199-e5534b8a9b27,Athena123,190835.79
e203bf63-685c-4295-aa22-e891e08b449e,Interplanetary Invasion,190792.79
2d4b9df6-0245-4f1b-a773-2f0156823b4b,Prosperous Team,190783.04
74a52ee8-29a3-453e-941f-6f050d5f49a1,PLVS VLTRA,190758.1
6bb518e0-2e16-4b9d-87ac-43fd3636b4b4,Zaremar,190747.27
cdf3e97c-9a31-4f93-bbdb-aa5af644b88c,SufferingFromProsperity,190719.33
9e26c8ec-4255-4fb4-b305-aad2785bd084,Kerbonauts,190716.69
7ffcb53b-4dea-422f-bfe7-21128d1c92d4,404 Team Not Found,190700.51
9ca1d089-c8e9-4de9-bf76-c2b0d04c56d5,Jared,190694.54
c9fe18a9-f4dc-4ed2-901c-39c84ca31edb,Birans disciples,190650.14
30dcbae1-51fc-403d-b3b0-a9f9d401990d,Plain N Spicy,190572.57
36401b95-1ada-43f8-9418-2862a2e64399,StimulatedPlatypuses,190568.04
08fec924-841a-4bed-a943-2096dbe4a06c,trader6767,190551.26
d43c6779-03b5-4c5a-a313-39f7e890a8ec,MFAMSMC River Trading 2,190534.35
95f12450-7503-4512-b609-0c3ccc844f8f,Vienndiagram,190483.54
9d9a1626-6408-4e39-b329-dec0694b486c,TheDunningKrugerEffect,190482.26
3df502d8-fb40-4c37-ae78-97158d52a611,Curly Hair Gang,190467.63
1ece6bbd-37a4-4d9d-a6ed-3f79492c43ca,Dynamic survival,190436.1
ec3cf7e6-5953-4593-a37b-927e2c32f2be,_idk,190435.1
12426022-113d-4175-addc-a5aeb543c08c,Neptunium9301,190435.1
7313b6d4-525f-4630-a885-c8166e63370f,Panda Two,190435.1
36ea860c-b665-4601-8404-14db419537e0,Athena12345,190435.1
eabbca4f-2acf-452e-94ca-370cc2885868,Np93,190435.1
c0b0a6d0-61a9-409f-8c02-1c1a5e95c220,Siuuuuu,190390.69
4070330b-aa0f-4ffd-b63e-0b4cb7ee21f7,I love Claude,190385.04
4147741c-f4a5-46f9-82f2-e01bc2340dd7,low cortisol traders,190345.41
8ae36de3-ab63-4792-847d-a3ec1c87a5dc,Unhedged but Optimistic,190343.54
f248fe1e-2c82-42c5-8560-49425b49eba2,W_W,190326.54
b89d6732-8c2d-4865-a053-e2244c51f168,Seattle Spread Hawks,190285.44
91542415-f9ac-45fd-ab60-c82ad37eb38e,Eulers_Tour,190244.26
a1c94441-a7f2-4314-9722-dd6625cfa138,all_in_on_black_n_gold,190226.41
8c66278c-f9bd-40d0-a76e-0c014d0af966,DataBreakers,190191.51
f664b6b1-da99-487c-8592-2016c4c1c625,ColumbiaU Traders,190174.04
29faf6a7-8f53-4c9d-968f-c7bd0c5e48a0,polite_monkey,190124.93
8fa20a76-7446-4929-b185-de61c83c07fd,Buy_low_sell_high,190117.79
22a197a4-9118-4ebe-a78e-84c9e34aec2c,IndependentQuant,190092.35
d091e2b9-415c-4aae-b032-ea8e9d7321ea,Solo Yolo Bolo,190091.91
a93b1a78-9fb8-4a7d-a425-427f64144642,Sheep of Wall Street,190081.1
a40dcdc8-acc2-42b3-bec1-05143938dcd3,pecel lele,190072.54
2dce5660-8f4b-448e-ab23-d1ed6cf5b889,DeepSpaceDelta,190061.79
266fd734-14f8-402c-83ae-bd0259210f30,John Prosperity,190048.05
83ac6b5c-28bc-4775-b3e9-90a294fb1364,HKUSTSomethingSomething,189997.82
edef5010-50d9-4249-9922-1cfe1dd7d328,Boiler_Quant,189982.73
0c0cc4eb-5ff8-4eb0-a751-0cadc54d2df8,Sigmoid,189957.23
61e636d4-b37e-46c4-a329-7481ec3aa381,Robert Defares,189957.19
4e12950c-3f21-4c51-a696-e8c9aa10f37c,Arbland,189909.29
9b34e9b4-cc02-432a-b1ab-360cd2b068db,Vanguard,189895.1
cf4188c0-90d9-4a1a-ac9a-77d52e91b5b5,Parallax 01,189887.72
5a8a52ba-681c-48e6-a10f-a5a596cbe90a,Mach7,189813.88
0bd7d14c-5d58-4b31-9c50-c4c627c11667,GremlinInc,189779.24
66618f34-3d40-4219-8c2a-07fe2b6765f1,IOI,189768.1
d7515200-fd2f-453a-a3aa-35d93561252c,animalfarm,189741.85
3e402018-74b5-428c-bae0-bc8964f19078,Adwait,189738.88
dc38d44e-3d14-4188-847a-91982cc4de12,SBF,189735.26
8e7714ff-cb96-49f3-9da6-09e185bc1532,PuliyadiBetko,189734.46
c91a6ed6-1382-4a1e-a173-d359ec1a355e,Goaterhouse,189723.26
f1c715f5-1d50-4d27-9a17-3e0e49f198b4,TinkleTown,189716.57
d3c8e1e7-73ea-4f6d-8b5d-229d0383a1d6,Gradient Descent,189712.29
2b198be4-bcea-4493-88b8-7d29982b4d07,FAHHH,189709.48
effae3fd-4186-406c-a2e0-ccecfab524b1,DARTY,189673.19
98b60cdc-b9c6-4cb5-a028-24126fdce732,ObjectNotFound,189658.54
254ed2d5-5bfa-4e76-b060-84bb28255304,ARC,189650.73
9a5be4f6-c86e-49ec-bde3-d5de1ef2ba14,Darth Trader,189637.54
8ae771c0-65f8-402c-8788-8780be3c9587,Alistair,189618.79
4156ff88-d042-48a0-ac8d-bce5e0881e90,Chambers St Research,189615.79
6c0827e5-d46a-49ad-bfcd-025270b6095e,BlackSwans,189615.46
4cab1469-159c-4b6c-9762-ed6b7e3f850a,UW quants,189601.4
fc0e74d0-4528-4e03-a8e8-c90dd4665df5,Bermuda Traders,189597.66
c27edad8-daef-4756-953d-cbb153d6cee2,FMI_brat,189592.23
fd7ea195-5905-4f2e-9764-ff08d9d2a704,AXin,189580.51
6ddddda0-abbd-467f-86a8-61c47aacc3ab,Neil Trading,189575.54
496ee148-9409-4552-a8ea-1a6f8febfdf0,Fergus,189564.79
0c558a5e-087e-407d-9ee8-8e055646559d,ELMAMUTDEU,189551.91
743abe49-026b-4a89-879d-d5f0bcd848ef,Bermuda Traders ReForge,189542.54
6af21506-33ed-47ec-a2b5-97b2b6ce1ac0,Pretentious,189519.54
f67738bf-ab60-428e-afb7-8579b5a32d77,foodio,189517.26
48b393aa-bd75-4628-998a-063cf24d0e31,Three Sigma Skibidi,189515.69
9443a521-2f0d-473f-b6a3-fee79c322f51,Jjjjj,189515.32
226fd751-d7f2-4cf1-9b91-71fee4393471,tt3,189515.32
4161fa0c-ecf7-4749-814f-4e524c312a78,boysplayedwell,189494.01
f5e503cb-d989-42d4-a0e8-970ccf6512d6,placeholder name,189439.6
f98f8f4f-ec44-4685-b2b0-f70c5baa8334,delta_one,189430.79
98f2c498-35ee-4bb2-ada2-3e98227690ec,hanan,189380.54
c2d70f7d-3b85-476e-aadf-d7d041ff1427,Intara-Day Trading,189335.18
961d303b-a466-4319-ac11-b94efad12f26,Antigravity,189333.85
869c4da7-3038-4cd2-ba28-de4bd41a9595,EFN,189309.98
02c72ccc-7887-444a-8f78-87aabc8aedfa,Suetta Technologies,189305.79
4770d52d-aebe-4e33-bc4c-ccb489fe3400,Grossman Zhou,189278.74
03296689-4eae-45f4-9e3e-28e28b720e68,Orbital Edge,189210.79
8853d9e0-dc9e-4dd3-9b10-a647837ed74b,Prop,189200.4
190767d7-c966-4fb1-a7a4-568d99bcfcf0,collegetowncapital,189194.79
ad7d9127-b938-4d89-8580-f0854201f414,Trenkovo Trading,189156.16
3f2159b9-b285-42f0-8dcf-5496f2cff8ee,TheLast1Q,189148.01
5dfd3d63-9517-4d9d-a8ee-3361f36aa21e,hissss,189083.69
aa225e0d-4617-4c8a-acd2-63b894a8a2ed,Evil Corp,189082.79
bc421835-4b0d-47d1-9c3e-e27e0eb6c5ae,sauce du chef,189079.44
5296b517-a450-4d3c-83d0-3685c06793c8,the-flash-boys,189076.85
57887551-bb6d-41ca-a660-7a753488a015,St Gallen River Trading,189075.91
c47a82db-2adc-40b0-abc2-9ae4b24dfca1,Real_Loafers,189048.32
9eb92788-c352-40de-8c67-74eed0739b9a,Live Long and Prosper,188999.98
905265c1-7b63-4477-bbb8-3c165fff4e16,NoFrequency,188975.79
7f66366d-5182-49fb-8337-64f27321c6ca,all in high card,188968.16
16f8c767-3e07-4d56-9e35-b886cade4f57,Berk8,188945.91
8691764b-92ac-45b1-b719-ec5456198165,Running Out of Theta,188944.16
889c1c98-4252-44d1-bbab-6cd7e6325a3d,Martingale,188942.54
98bd405f-b12f-4ada-a85b-9120fcafde4d,BitBites,188937.79
c1b7b688-b1a2-4bab-a3e6-663dd1fc72e9,BaggerLab,188897.6
1d268f26-1895-4f89-ad1b-161b5e97380f,SuperVerse,188892.54
cbca9060-ee72-4918-b4ca-8b44d4d9353c,Precision Traders,188892.51
c320c284-bd4e-4061-b6f9-a6118f85657c,High Friction Toes,188889.44
d75615df-0d6d-4625-b0c6-833fe2363b6d,ExitLiquidity,188881.48
f473de8d-30b7-4833-82c3-ce29d829731c,Wo_de_dao_dun,188834.24
a45c7d24-d12b-40d0-8ffc-6cb93bcb035f,OnlyMe,188814.54
074eac6b-066c-4b7d-9cc4-ef3984d59c2a,Ascend Alpha,188781.51
75e4db04-f6de-4759-a2a2-c58716025807,GeniusY,188777.32
b8801fdb-72ff-403a-8afe-c43ed2805f17,InQuantsWeTrust,188769.54
4f2058d8-29e0-4e4c-9a12-42660f1fd366,Camelot_007,188756.79
0da21284-16d2-4624-951c-500c4f119ac4,Wave,188756.52
4954ed08-86c2-4445-80e4-959de6d037ca,beachedas,188753.54
9614e37a-7727-4e0f-851f-27d700d971ea,4sigma,188736.79
7835cf30-80b0-4a81-97f5-6e6e26fe0c0d,Arywqn,188720.79
98ba99f6-058d-41ef-a80e-f4d6318e4733,Jobless101,188718.79
c22b495d-abba-4b44-822c-7f48e2a76412,Margin of Terror,188715.07
206a4078-999b-4906-ace4-cb0d391e2742,SPL,188707.79
2a92c630-e425-4a9c-a913-e94edb1a664d,Cox-Zucker machine,188702.54
5d3b3a82-a941-4a32-8733-a7cf01c19a4c,teamuw,188700.91
02daa5a2-b038-469b-9184-74ef4390a1eb,Lollipop Trading,188693.66
f1766a0c-e3af-4d6a-a3a7-6b945de4cc9e,Dumbledore Army,188689.88
a9363526-d8a0-4d8f-a95c-2408e8bc5120,SlimeBallerz,188683.85
b8d5e071-b8a4-4ca3-8fb0-d9e50aa98191,RHS,188682.16
529756f9-147a-4c4e-8049-62f4937852f4,Quant Ninja,188681.54
793db33b-32c4-423e-b978-d73cc0e361cf,caringbah quant traders,188659.26
fa264f6b-76e1-42a2-b9f8-e6c2e0e112fc,Good study - Day up,188635.74
a1a56439-2601-481d-8894-203067df3c6b,Capybara LLC,188628.54
aa134e13-8636-49b9-a487-e160f99162e8,CU soon,188621.79
fe4ba4aa-8af6-49bc-b414-2699b9f1f719,Pommesdeterre,188620.54
1210c751-2aa6-43bd-81e9-e616c58fa94d,issues xor skill,188617.88
59fb2ba5-0d42-49ab-b1c1-9df76d878789,Fattails,188616.76
5adbbf56-29e8-4496-8bae-c6691adaf0fc,No Money No Problems,188611.35
6d9a994d-e40e-48a6-a65a-823dd3583379,MarginCallers,188605.29
608bc2b8-d34d-4abb-8840-26547cc5c242,piggassyinshamrock,188601.26
5fbfd16d-1b71-4b01-b28a-1924339b593d,Patu Securities,188600.04
0fa5bc87-1e73-43a7-8f5d-2a86a5397269,AkshatLightning,188581.79
79e169a4-0cc0-47db-82ed-a1ed4eed64d0,Unhinged Owl,188579.79
00340b41-9624-404a-a889-aac37a28a525,Local MT Permutation,188579.26
673a00d7-88e5-46a5-be0a-578c2b97b8bb,Cucumber,188576.98
1beadfd0-3b88-41be-8126-99cb116a8f2c,Pondu Warriors,188570.93
fb06c705-c4f6-4a21-b080-0493d510a19c,kaching,188566.54
333de41b-a1b8-4557-bc76-907a00db7b8d,Spaceonometrics,188564.04
3c326cf3-986e-4415-9bce-f7ce71bd6496,THE CHINDIAN,188551.1
4d3f3ec2-f4f8-4953-9db8-9e78771d848f,HighNumbers,188545.55
e611a050-2168-44b9-8171-8dd49d6619b9,Bluechip Billikens,188529.98
bd4b444b-0368-47ef-9681-2e9bd75de5ed,Y-FoRM,188518.79
62aa68d8-d03d-4cbb-8932-c3abe1f34bc4,Piggypiginablanket,188516.16
c8ffca5b-92c1-4c10-a602-8dad898597b2,SALAMANCAS,188513.54
227a630b-f5b5-4e17-9be5-4e2ca6f23e84,MaxingTheCharacterLimit,188508.48
f763cf3f-0c20-4e86-8313-d35180707845,Five Guys,188495.16
cd1f193b-8713-464b-8252-dd2857a6f51d,Trad3,188490.55
5aec5b52-4f20-4bea-9976-76eb1a23f271,machau facche,188487.73
50cde933-c60b-48d3-bee2-9fcd6157903d,Homiefans,188485.16
44435a23-945d-4d7a-a6eb-6b351440eb6e,Kleptocrat,188478.26
64037630-7698-4a60-ba99-44a66b796680,rice munchers,188477.29
90e727f9-d892-4f90-aa9b-b8f132c60d4f,Supermartingales,188476.98
15d4869f-c4d8-4abd-a4d3-b346d362512b,aimpartnersuiuc,188475.54
dbcddd21-be86-47d8-93f9-65043fca48e1,GMI,188459.01
7a12bc6f-9f3b-4ff3-b6e7-2c7bb133ffee,Greek Gods,188432.01
fe5872b3-b797-4c55-ba15-42b7441144e7,nahhh,188420.1
b4fb946a-ff6f-4285-9ecd-adf5213f90c7,8 Brazillian Bytes,188419.23
2c494739-1a76-47b5-91ad-cf8cc3eb2b2e,We need to pick one tho,188412.54
21c9f2cf-8602-498e-8bcb-af48b3a028a2,Pine Street,188407.46
f862192d-ce1f-49e8-a1e5-75d2ee0cc171,Lakergang FC,188350.79
5f591d48-be69-42dd-b057-f5db55662e56,BogleSupremacist,188348.98
54f0ab68-a1dd-4652-a5d4-fc5b32a5498b,Under Construction,188342.74
8000d0cc-ef98-46ef-982a-8f4f63d631e2,Let Me Solo IMC,188342.63
ec6a76d7-9d27-45aa-bee2-8976a3f53279,--,188326.54
a594b046-96e2-447a-a958-1ef2e1257656,Gargantua,188309.54
6ca0b2eb-2e82-481a-a617-3460cdec6514,Cedi Arbitrage,188304.54
7bca2cdb-1d1c-433c-b21c-3180179e8b86,Last Dance,188268.98
0e3ebe43-511a-45e1-8d63-c8820f4e3d9a,Nash Equilibrium,188268.26
5d4189ab-b9a3-467b-8bb0-c2265cacacf7,NMSL,188240.79
