product,day,timestamp,spectral_dev,spectral_slope,spectral_ratio,fwd5,trend_slope
ASH_COATED_OSMIUM,-2,32400,2.561677,0.195339,0.48957,-3.5,
ASH_COATED_OSMIUM,-2,32500,-2.013266,0.183792,0.477772,1.5,
ASH_COATED_OSMIUM,-2,32600,-0.657875,0.171821,0.475833,-0.5,
ASH_COATED_OSMIUM,-2,32800,-1.20707,0.158044,0.466602,3.0,
ASH_COATED_OSMIUM,-2,32900,-1.632709,0.143336,0.455609,3.5,
ASH_COATED_OSMIUM,-2,33000,-1.071857,0.129633,0.445759,-1.5,
ASH_COATED_OSMIUM,-2,33100,-0.607504,0.117283,0.440794,-1.5,
ASH_COATED_OSMIUM,-2,33200,-1.10343,0.104775,0.430927,-1.0,
ASH_COATED_OSMIUM,-2,33300,1.748666,0.093479,0.431843,-3.0,
ASH_COATED_OSMIUM,-2,33400,1.667726,0.08094,0.431843,-4.0,
ASH_COATED_OSMIUM,-2,33500,-2.708993,0.067205,0.408111,0.5,
ASH_COATED_OSMIUM,-2,33600,-2.101069,0.055349,0.388474,-1.0,
ASH_COATED_OSMIUM,-2,33700,-1.982937,0.045141,0.372386,0.0,
ASH_COATED_OSMIUM,-2,33900,-0.911061,0.036973,0.36304,-1.0,
ASH_COATED_OSMIUM,-2,34000,-1.722989,0.029625,0.349104,1.5,
ASH_COATED_OSMIUM,-2,34100,-1.61206,0.025132,0.336522,1.0,
ASH_COATED_OSMIUM,-2,34200,-2.416306,0.021943,0.319795,2.5,
ASH_COATED_OSMIUM,-2,34300,-1.329214,0.021756,0.311717,-1.0,
ASH_COATED_OSMIUM,-2,34400,-1.215963,0.02281,0.305337,0.5,
ASH_COATED_OSMIUM,-2,34500,0.175934,0.026467,0.311356,-0.5,
ASH_COATED_OSMIUM,-2,34600,-0.298441,0.0288,0.308954,0.0,
ASH_COATED_OSMIUM,-2,34700,0.196974,0.031797,0.307782,-0.5,
ASH_COATED_OSMIUM,-2,34800,-2.174041,0.034288,0.295764,2.0,
ASH_COATED_OSMIUM,-2,34900,-0.576239,0.038259,0.29196,0.5,
ASH_COATED_OSMIUM,-2,35000,-0.065394,0.043579,0.290587,-3.5,
ASH_COATED_OSMIUM,-2,35100,-0.059886,0.048916,0.288809,0.0,
ASH_COATED_OSMIUM,-2,35200,-0.059582,0.054121,0.287364,-1.5,
ASH_COATED_OSMIUM,-2,35300,-0.064206,0.059048,0.285447,0.0,
ASH_COATED_OSMIUM,-2,35400,-0.073343,0.063561,0.283801,4.5,
ASH_COATED_OSMIUM,-2,35600,-3.39505,0.066616,0.262535,3.5,
ASH_COATED_OSMIUM,-2,35700,0.142273,0.071526,0.262694,1.5,
ASH_COATED_OSMIUM,-2,35800,-1.297742,0.076076,0.257037,1.5,
ASH_COATED_OSMIUM,-2,35900,0.285109,0.080422,0.26145,-1.5,
ASH_COATED_OSMIUM,-2,36000,4.289303,0.087624,0.271962,-6.0,
ASH_COATED_OSMIUM,-2,36100,-0.188649,0.0868,0.267755,1.0,
ASH_COATED_OSMIUM,-2,36200,1.170724,0.086203,0.27043,-2.5,
ASH_COATED_OSMIUM,-2,36300,-0.603906,0.084144,0.301069,-2.0,
ASH_COATED_OSMIUM,-2,36400,-1.990277,0.076856,0.280504,0.5,
ASH_COATED_OSMIUM,-2,36500,-1.924448,0.070232,0.265161,0.5,
ASH_COATED_OSMIUM,-2,36600,0.511282,0.06427,0.265161,-3.0,
ASH_COATED_OSMIUM,-2,36700,-1.436473,0.056604,0.2534,0.0,
ASH_COATED_OSMIUM,-2,36800,-2.403923,0.049087,0.241421,1.0,
ASH_COATED_OSMIUM,-2,36900,-1.39111,0.041611,0.235042,3.5,
ASH_COATED_OSMIUM,-2,37000,-1.26125,0.033413,0.221016,1.0,
ASH_COATED_OSMIUM,-2,37100,-2.069518,0.025966,0.203334,2.0,
ASH_COATED_OSMIUM,-2,37200,-0.926719,0.020474,0.194337,1.0,
ASH_COATED_OSMIUM,-2,37300,-0.834406,0.016535,0.188599,2.0,
ASH_COATED_OSMIUM,-2,37400,2.733642,0.013589,0.191544,-1.0,
ASH_COATED_OSMIUM,-2,37500,0.276619,0.011447,0.190152,0.0,
ASH_COATED_OSMIUM,-2,37600,0.32127,0.009774,0.188834,-4.0,
ASH_COATED_OSMIUM,-2,37700,0.367081,0.008613,0.187995,-1.0,
ASH_COATED_OSMIUM,-2,37800,1.276789,0.008655,0.190299,-2.0,
ASH_COATED_OSMIUM,-2,38000,1.687209,0.007943,0.192125,-0.5,
ASH_COATED_OSMIUM,-2,38100,-0.092324,0.007412,0.231496,1.0,
ASH_COATED_OSMIUM,-2,38300,-3.876577,0.001951,0.202124,3.5,
ASH_COATED_OSMIUM,-2,38400,-0.821651,-0.000502,0.198399,0.0,
ASH_COATED_OSMIUM,-2,38500,-0.764953,-0.002274,0.195048,0.0,
ASH_COATED_OSMIUM,-2,38700,1.101422,-0.002436,0.202984,-2.0,
ASH_COATED_OSMIUM,-2,38800,1.051149,-0.004152,0.205615,-1.0,
ASH_COATED_OSMIUM,-2,38900,-0.469684,-0.006379,0.20799,3.0,
ASH_COATED_OSMIUM,-2,39000,-0.96083,-0.008855,0.20799,1.0,
ASH_COATED_OSMIUM,-2,39100,-0.949643,-0.011186,0.20799,0.0,
ASH_COATED_OSMIUM,-2,39400,-0.881576,-0.013643,0.203909,1.0,
ASH_COATED_OSMIUM,-2,39500,0.133609,-0.015185,0.203909,0.0,
ASH_COATED_OSMIUM,-2,39600,2.759609,-0.017151,0.210303,-2.5,
ASH_COATED_OSMIUM,-2,39700,0.277075,-0.017466,0.210303,1.0,
ASH_COATED_OSMIUM,-2,39800,-0.595795,-0.018281,0.207099,4.0,
ASH_COATED_OSMIUM,-2,39900,0.421747,-0.017543,0.207099,0.0,
ASH_COATED_OSMIUM,-2,40000,0.465986,-0.017027,0.206891,0.0,
ASH_COATED_OSMIUM,-2,40100,0.427575,-0.016013,0.208333,1.0,
ASH_COATED_OSMIUM,-2,40200,1.334219,-0.015492,0.21087,-2.0,
ASH_COATED_OSMIUM,-2,40300,3.186997,-0.016051,0.208795,-4.0,
ASH_COATED_OSMIUM,-2,40400,0.206306,-0.019308,0.208795,-0.5,
ASH_COATED_OSMIUM,-2,40500,0.229209,-0.022904,0.208795,-5.5,
ASH_COATED_OSMIUM,-2,40600,1.201344,-0.026559,0.210221,1.0,
ASH_COATED_OSMIUM,-2,40700,-0.767354,-0.031302,0.210221,-5.0,
ASH_COATED_OSMIUM,-2,40800,-0.731051,-0.036303,0.210221,0.0,
ASH_COATED_OSMIUM,-2,40900,-0.216887,-0.041376,0.21154,-0.5,
ASH_COATED_OSMIUM,-2,41000,-4.92381,-0.048168,0.187254,4.5,
ASH_COATED_OSMIUM,-2,41100,2.463599,-0.050682,0.184445,-3.0,
ASH_COATED_OSMIUM,-2,41200,-5.207398,-0.056882,0.167129,5.0,
ASH_COATED_OSMIUM,-2,41300,-0.203014,-0.058807,0.166852,0.0,
ASH_COATED_OSMIUM,-2,41400,-0.141616,-0.061398,0.166852,-3.0,
ASH_COATED_OSMIUM,-2,41500,-0.077798,-0.063818,0.166852,4.5,
ASH_COATED_OSMIUM,-2,41600,0.015556,-0.066142,0.167754,1.0,
ASH_COATED_OSMIUM,-2,41700,0.083343,-0.067787,0.167754,0.0,
ASH_COATED_OSMIUM,-2,41900,0.097746,-0.068828,0.165943,-4.0,
ASH_COATED_OSMIUM,-2,42000,-2.667929,-0.071051,0.171444,3.0,
ASH_COATED_OSMIUM,-2,42100,4.65643,-0.069269,0.147412,-5.5,
ASH_COATED_OSMIUM,-2,42300,1.172282,-0.070277,0.143965,-2.0,
ASH_COATED_OSMIUM,-2,42400,0.18912,-0.071262,0.141421,-1.0,
ASH_COATED_OSMIUM,-2,42500,-3.574397,-0.07321,0.146576,3.0,
ASH_COATED_OSMIUM,-2,42600,0.497706,-0.072103,0.146576,-1.0,
ASH_COATED_OSMIUM,-2,42700,-0.432037,-0.070257,0.146576,0.0,
ASH_COATED_OSMIUM,-2,42800,-0.200333,-0.068432,0.164291,0.0,
ASH_COATED_OSMIUM,-2,42900,-0.054849,-0.063848,0.173839,0.0,
ASH_COATED_OSMIUM,-2,43000,0.139171,-0.057959,0.192439,-6.0,
ASH_COATED_OSMIUM,-2,43100,0.188532,-0.04936,0.192439,0.0,
ASH_COATED_OSMIUM,-2,43300,0.228626,-0.040094,0.192439,1.0,
ASH_COATED_OSMIUM,-2,43400,0.231536,-0.030123,0.188915,1.5,
ASH_COATED_OSMIUM,-2,43500,0.251613,-0.020077,0.188915,-0.5,
ASH_COATED_OSMIUM,-2,43600,-5.437935,-0.011118,0.211829,7.5,
ASH_COATED_OSMIUM,-2,43700,0.559636,0.002428,0.211829,0.0,
ASH_COATED_OSMIUM,-2,44100,1.488875,0.016337,0.203798,-1.0,
ASH_COATED_OSMIUM,-2,44200,1.768086,0.030304,0.180614,-1.5,
ASH_COATED_OSMIUM,-2,44300,-0.191148,0.040871,0.190967,0.0,
ASH_COATED_OSMIUM,-2,44400,1.674587,0.052628,0.180485,-5.0,
ASH_COATED_OSMIUM,-2,44500,0.111907,0.06268,0.180485,0.0,
ASH_COATED_OSMIUM,-2,44600,0.094509,0.071822,0.186509,0.0,
ASH_COATED_OSMIUM,-2,44700,0.013513,0.080996,0.186509,0.0,
ASH_COATED_OSMIUM,-2,44800,-0.548451,0.089176,0.188805,0.5,
ASH_COATED_OSMIUM,-2,45000,-3.453839,0.095873,0.199616,5.0,
ASH_COATED_OSMIUM,-2,45100,-0.058129,0.10429,0.199616,0.0,
ASH_COATED_OSMIUM,-2,45200,-0.115019,0.111314,0.204153,0.0,
ASH_COATED_OSMIUM,-2,45300,-0.232931,0.117912,0.204153,-1.5,
ASH_COATED_OSMIUM,-2,45400,-0.356154,0.123223,0.204153,2.0,
ASH_COATED_OSMIUM,-2,45500,0.989316,0.127318,0.202399,1.0,
ASH_COATED_OSMIUM,-2,45600,-0.64032,0.129636,0.202399,6.5,
ASH_COATED_OSMIUM,-2,45700,-0.770876,0.130556,0.202399,2.0,
ASH_COATED_OSMIUM,-2,45800,-2.264244,0.129429,0.203552,2.5,
ASH_COATED_OSMIUM,-2,45900,1.10684,0.128915,0.203552,0.0,
ASH_COATED_OSMIUM,-2,46000,1.343042,0.127737,0.201843,-0.5,
ASH_COATED_OSMIUM,-2,46100,4.864263,0.125021,0.195892,-4.5,
ASH_COATED_OSMIUM,-2,46200,0.193603,0.116236,0.197877,-5.0,
ASH_COATED_OSMIUM,-2,46300,-0.966679,0.105857,0.201374,0.0,
ASH_COATED_OSMIUM,-2,46400,0.103581,0.093013,0.197967,-1.0,
ASH_COATED_OSMIUM,-2,46500,-0.032958,0.082115,0.200994,-1.0,
ASH_COATED_OSMIUM,-2,46600,-0.157585,0.070203,0.204659,-1.0,
ASH_COATED_OSMIUM,-2,46700,-4.749949,0.054971,0.176983,4.0,
ASH_COATED_OSMIUM,-2,46800,-0.796309,0.046359,0.176983,0.0,
ASH_COATED_OSMIUM,-2,46900,-0.752101,0.037429,0.173711,0.0,
ASH_COATED_OSMIUM,-2,47000,-0.727296,0.029619,0.17149,1.0,
ASH_COATED_OSMIUM,-2,47100,-0.722855,0.022772,0.170296,0.5,
ASH_COATED_OSMIUM,-2,47300,-0.684879,0.016448,0.168212,2.0,
ASH_COATED_OSMIUM,-2,47400,-0.614223,0.010981,0.165659,2.0,
ASH_COATED_OSMIUM,-2,47500,-0.566744,0.006945,0.164029,2.0,
ASH_COATED_OSMIUM,-2,47600,0.593083,0.003447,0.164841,0.0,
ASH_COATED_OSMIUM,-2,47700,0.281631,0.001937,0.167941,0.5,
ASH_COATED_OSMIUM,-2,47800,1.641208,0.004362,0.168544,-1.0,
ASH_COATED_OSMIUM,-2,47900,1.52657,0.005789,0.169709,0.0,
ASH_COATED_OSMIUM,-2,48000,1.411189,0.006533,0.171839,0.0,
ASH_COATED_OSMIUM,-2,48100,0.405187,0.006001,0.171839,1.0,
ASH_COATED_OSMIUM,-2,48300,0.344779,0.005984,0.173699,2.5,
ASH_COATED_OSMIUM,-2,48400,0.28471,0.005645,0.17583,2.0,
ASH_COATED_OSMIUM,-2,48500,1.115973,0.005465,0.183554,0.0,
ASH_COATED_OSMIUM,-2,48600,1.003558,0.003566,0.189021,0.5,
ASH_COATED_OSMIUM,-2,48700,0.893987,0.000722,0.195238,0.0,
ASH_COATED_OSMIUM,-2,48800,2.288202,-0.003063,0.199529,-2.5,
ASH_COATED_OSMIUM,-2,48900,1.687114,-0.007761,0.205287,-2.0,
ASH_COATED_OSMIUM,-2,49000,0.673625,-0.013723,0.206945,-3.5,
ASH_COATED_OSMIUM,-2,49100,1.002051,-0.018911,0.222651,-0.5,
ASH_COATED_OSMIUM,-2,49200,0.44656,-0.026145,0.229316,1.5,
ASH_COATED_OSMIUM,-2,49300,-0.519291,-0.034149,0.229316,2.5,
ASH_COATED_OSMIUM,-2,49400,-0.477661,-0.04163,0.229316,6.0,
ASH_COATED_OSMIUM,-2,49500,-2.792468,-0.049133,0.216384,5.5,
ASH_COATED_OSMIUM,-2,49600,0.706769,-0.053661,0.219484,-0.5,
ASH_COATED_OSMIUM,-2,49700,2.128206,-0.057498,0.22544,-0.5,
ASH_COATED_OSMIUM,-2,49800,1.862502,-0.060842,0.253495,-0.5,
ASH_COATED_OSMIUM,-2,50000,5.102347,-0.066391,0.263315,0.5,
ASH_COATED_OSMIUM,-2,50100,1.931885,-0.074447,0.283419,-1.0,
ASH_COATED_OSMIUM,-2,50200,-0.510575,-0.084752,0.285934,1.5,
