timestamp;buyer;seller;symbol;currency;price;quantity
13000;;;VEV_5100;SEASHELLS;180;50
13000;;;VEV_5200;SEASHELLS;107;50
13000;;;VEV_5300;SEASHELLS;52;50
13000;;;VEV_5400;SEASHELLS;18;50
13000;;;VEV_5500;SEASHELLS;9;50
13000;;;VEV_6000;SEASHELLS;1;50
13000;;;VEV_6500;SEASHELLS;1;50
14700;;;VELVETFRUIT_EXTRACT;SEASHELLS;5266;50
14700;;;VEV_4000;SEASHELLS;1258;50
14700;;;VEV_4500;SEASHELLS;760;50
14700;;;VEV_5000;SEASHELLS;267;50
14700;;;VEV_5100;SEASHELLS;178;50
14700;;;VEV_5200;SEASHELLS;106;50
14700;;;VEV_5300;SEASHELLS;52;50
14700;;;VEV_5400;SEASHELLS;17;50
14700;;;VEV_5500;SEASHELLS;7;50
14700;;;VEV_6000;SEASHELLS;0;50
14700;;;VEV_6500;SEASHELLS;0;50
15500;;;VELVETFRUIT_EXTRACT;SEASHELLS;5266;50
15500;;;VEV_4000;SEASHELLS;1274;50
15500;;;VEV_4500;SEASHELLS;771;50
15500;;;VEV_5000;SEASHELLS;270;50
15500;;;VEV_5100;SEASHELLS;179;50
15500;;;VEV_5200;SEASHELLS;106;50
15500;;;VEV_5300;SEASHELLS;52;50
15500;;;VEV_5400;SEASHELLS;18;50
15500;;;VEV_5500;SEASHELLS;8;50
15500;;;VEV_6000;SEASHELLS;1;50
15500;;;VEV_6500;SEASHELLS;1;50
16600;;;VELVETFRUIT_EXTRACT;SEASHELLS;5267;50
16600;;;VEV_4000;SEASHELLS;1275;50
16600;;;VEV_4500;SEASHELLS;772;50
16600;;;VEV_5000;SEASHELLS;271;50
16600;;;VEV_5100;SEASHELLS;181;50
16600;;;VEV_5200;SEASHELLS;106;50
16600;;;VEV_5300;SEASHELLS;52;50
16600;;;VEV_5400;SEASHELLS;18;50
16600;;;VEV_5500;SEASHELLS;8;50
16600;;;VEV_6000;SEASHELLS;1;50
16600;;;VEV_6500;SEASHELLS;1;50
19400;;;VELVETFRUIT_EXTRACT;SEASHELLS;5265;50
19400;;;VEV_4000;SEASHELLS;1257;50
19400;;;VEV_4500;SEASHELLS;759;50
19400;;;VEV_5000;SEASHELLS;267;50
19400;;;VEV_5100;SEASHELLS;179;50
19400;;;VEV_5200;SEASHELLS;106;50
19400;;;VEV_5300;SEASHELLS;50;50
19400;;;VEV_5400;SEASHELLS;18;50
19400;;;VEV_5500;SEASHELLS;7;50
19400;;;VEV_6000;SEASHELLS;0;50
19400;;;VEV_6500;SEASHELLS;0;50
22400;;;VELVETFRUIT_EXTRACT;SEASHELLS;5264;50
22400;;;VEV_4000;SEASHELLS;1256;50
22400;;;VEV_4500;SEASHELLS;758;50
22400;;;VEV_5000;SEASHELLS;267;50
22400;;;VEV_5100;SEASHELLS;177;50
22400;;;VEV_5200;SEASHELLS;105;50
22400;;;VEV_5300;SEASHELLS;51;50
22400;;;VEV_5400;SEASHELLS;17;50
22400;;;VEV_5500;SEASHELLS;8;50
22400;;;VEV_6000;SEASHELLS;0;50
22400;;;VEV_6500;SEASHELLS;0;50
24000;;;VELVETFRUIT_EXTRACT;SEASHELLS;5265;50
24000;;;VEV_4000;SEASHELLS;1257;50
24000;;;VEV_4500;SEASHELLS;760;50
24000;;;VEV_5000;SEASHELLS;268;50
24000;;;VEV_5100;SEASHELLS;177;50
24000;;;VEV_5200;SEASHELLS;105;50
24000;;;VEV_5300;SEASHELLS;51;50
24000;;;VEV_5400;SEASHELLS;17;50
24000;;;VEV_5500;SEASHELLS;8;50
24000;;;VEV_6000;SEASHELLS;0;50
24000;;;VEV_6500;SEASHELLS;0;50
26500;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
26500;;;VEV_4000;SEASHELLS;1268;50
26500;;;VEV_4500;SEASHELLS;766;50
26500;;;VEV_5000;SEASHELLS;265;50
26500;;;VEV_5100;SEASHELLS;174;50
26500;;;VEV_5200;SEASHELLS;103;50
26500;;;VEV_5300;SEASHELLS;49;50
26500;;;VEV_5400;SEASHELLS;18;50
26500;;;VEV_5500;SEASHELLS;8;50
26500;;;VEV_6000;SEASHELLS;1;50
26500;;;VEV_6500;SEASHELLS;1;50
28300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5262;50
28300;;;VEV_4000;SEASHELLS;1253;50
28300;;;VEV_4500;SEASHELLS;755;50
28300;;;VEV_5000;SEASHELLS;264;50
28300;;;VEV_5100;SEASHELLS;174;50
28300;;;VEV_5200;SEASHELLS;103;50
28300;;;VEV_5300;SEASHELLS;50;50
28300;;;VEV_5400;SEASHELLS;17;50
28300;;;VEV_5500;SEASHELLS;8;50
28300;;;VEV_6000;SEASHELLS;0;50
28300;;;VEV_6500;SEASHELLS;0;50
34800;;;VELVETFRUIT_EXTRACT;SEASHELLS;5259;50
34800;;;VEV_4000;SEASHELLS;1251;50
34800;;;VEV_4500;SEASHELLS;754;50
34800;;;VEV_5000;SEASHELLS;262;50
34800;;;VEV_5100;SEASHELLS;171;50
34800;;;VEV_5200;SEASHELLS;101;50
34800;;;VEV_5300;SEASHELLS;49;50
34800;;;VEV_5400;SEASHELLS;15;50
34800;;;VEV_5500;SEASHELLS;7;50
34800;;;VEV_6000;SEASHELLS;0;50
34800;;;VEV_6500;SEASHELLS;0;50
35400;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
35400;;;VEV_4000;SEASHELLS;1252;50
35400;;;VEV_4500;SEASHELLS;755;50
35400;;;VEV_5000;SEASHELLS;263;50
35400;;;VEV_5100;SEASHELLS;172;50
35400;;;VEV_5200;SEASHELLS;101;50
35400;;;VEV_5300;SEASHELLS;49;50
35400;;;VEV_5400;SEASHELLS;16;50
35400;;;VEV_5500;SEASHELLS;8;50
35400;;;VEV_6000;SEASHELLS;0;50
35400;;;VEV_6500;SEASHELLS;0;50
36500;;;VELVETFRUIT_EXTRACT;SEASHELLS;5261;50
36500;;;VEV_4000;SEASHELLS;1269;50
36500;;;VEV_4500;SEASHELLS;766;50
36500;;;VEV_5000;SEASHELLS;265;50
36500;;;VEV_5100;SEASHELLS;172;50
36500;;;VEV_5200;SEASHELLS;102;50
36500;;;VEV_5300;SEASHELLS;50;50
36500;;;VEV_5400;SEASHELLS;17;50
36500;;;VEV_5500;SEASHELLS;8;50
36500;;;VEV_6000;SEASHELLS;1;50
36500;;;VEV_6500;SEASHELLS;1;50
38600;;;VELVETFRUIT_EXTRACT;SEASHELLS;5259;50
38600;;;VEV_4000;SEASHELLS;1268;50
38600;;;VEV_4500;SEASHELLS;765;50
38600;;;VEV_5000;SEASHELLS;265;50
38600;;;VEV_5100;SEASHELLS;173;50
38600;;;VEV_5200;SEASHELLS;101;50
38600;;;VEV_5300;SEASHELLS;49;50
38600;;;VEV_5400;SEASHELLS;18;50
38600;;;VEV_5500;SEASHELLS;8;50
38600;;;VEV_6000;SEASHELLS;1;50
38600;;;VEV_6500;SEASHELLS;1;50
42300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5262;50
42300;;;VEV_4000;SEASHELLS;1265;50
42300;;;VEV_4500;SEASHELLS;767;50
42300;;;VEV_5000;SEASHELLS;267;50
42300;;;VEV_5100;SEASHELLS;176;50
42300;;;VEV_5200;SEASHELLS;103;50
42300;;;VEV_5300;SEASHELLS;50;50
42300;;;VEV_5400;SEASHELLS;18;50
42300;;;VEV_5500;SEASHELLS;8;50
42300;;;VEV_6000;SEASHELLS;1;50
42300;;;VEV_6500;SEASHELLS;1;50
43900;;;VELVETFRUIT_EXTRACT;SEASHELLS;5262;50
43900;;;VEV_4000;SEASHELLS;1259;50
43900;;;VEV_4500;SEASHELLS;756;50
43900;;;VEV_5000;SEASHELLS;265;50
43900;;;VEV_5100;SEASHELLS;176;50
43900;;;VEV_5200;SEASHELLS;103;50
43900;;;VEV_5300;SEASHELLS;50;50
43900;;;VEV_5400;SEASHELLS;18;50
43900;;;VEV_5500;SEASHELLS;7;50
43900;;;VEV_6000;SEASHELLS;0;50
43900;;;VEV_6500;SEASHELLS;0;50
46300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
46300;;;VEV_4000;SEASHELLS;1252;50
46300;;;VEV_4500;SEASHELLS;755;50
46300;;;VEV_5000;SEASHELLS;264;50
46300;;;VEV_5100;SEASHELLS;174;50
46300;;;VEV_5200;SEASHELLS;102;50
46300;;;VEV_5300;SEASHELLS;50;50
46300;;;VEV_5400;SEASHELLS;18;50
46300;;;VEV_5500;SEASHELLS;7;50
46300;;;VEV_6000;SEASHELLS;0;50
46300;;;VEV_6500;SEASHELLS;0;50
50500;;;VELVETFRUIT_EXTRACT;SEASHELLS;5264;50
50500;;;VEV_4000;SEASHELLS;1272;50
50500;;;VEV_4500;SEASHELLS;769;50
50500;;;VEV_5000;SEASHELLS;270;50
50500;;;VEV_5100;SEASHELLS;176;50
50500;;;VEV_5200;SEASHELLS;103;50
50500;;;VEV_5300;SEASHELLS;51;50
50500;;;VEV_5400;SEASHELLS;18;50
50500;;;VEV_5500;SEASHELLS;8;50
50500;;;VEV_6000;SEASHELLS;1;50
50500;;;VEV_6500;SEASHELLS;1;50
52200;;;VELVETFRUIT_EXTRACT;SEASHELLS;5262;50
52200;;;VEV_4000;SEASHELLS;1253;50
52200;;;VEV_4500;SEASHELLS;755;50
52200;;;VEV_5000;SEASHELLS;264;50
52200;;;VEV_5100;SEASHELLS;176;50
52200;;;VEV_5200;SEASHELLS;101;50
52200;;;VEV_5300;SEASHELLS;49;50
52200;;;VEV_5400;SEASHELLS;18;50
52200;;;VEV_5500;SEASHELLS;7;50
52200;;;VEV_6000;SEASHELLS;0;50
52200;;;VEV_6500;SEASHELLS;0;50
53300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5261;50
53300;;;VEV_4000;SEASHELLS;1269;50
53300;;;VEV_4500;SEASHELLS;767;50
53300;;;VEV_5000;SEASHELLS;267;50
53300;;;VEV_5100;SEASHELLS;174;50
53300;;;VEV_5200;SEASHELLS;102;50
53300;;;VEV_5300;SEASHELLS;50;50
53300;;;VEV_5400;SEASHELLS;18;50
53300;;;VEV_5500;SEASHELLS;8;50
53300;;;VEV_6000;SEASHELLS;1;50
53300;;;VEV_6500;SEASHELLS;1;50
56400;;;VELVETFRUIT_EXTRACT;SEASHELLS;5261;50
56400;;;VEV_4000;SEASHELLS;1268;50
56400;;;VEV_4500;SEASHELLS;766;50
56400;;;VEV_5000;SEASHELLS;266;50
56400;;;VEV_5100;SEASHELLS;176;50
56400;;;VEV_5200;SEASHELLS;101;50
56400;;;VEV_5300;SEASHELLS;50;50
56400;;;VEV_5400;SEASHELLS;18;50
56400;;;VEV_5500;SEASHELLS;8;50
56400;;;VEV_6000;SEASHELLS;1;50
56400;;;VEV_6500;SEASHELLS;1;50
59100;;;VELVETFRUIT_EXTRACT;SEASHELLS;5258;50
59100;;;VEV_4000;SEASHELLS;1266;50
59100;;;VEV_4500;SEASHELLS;763;50
59100;;;VEV_5000;SEASHELLS;262;50
59100;;;VEV_5100;SEASHELLS;172;50
59100;;;VEV_5200;SEASHELLS;98;50
59100;;;VEV_5300;SEASHELLS;49;50
59100;;;VEV_5400;SEASHELLS;18;50
59100;;;VEV_5500;SEASHELLS;8;50
59100;;;VEV_6000;SEASHELLS;1;50
59100;;;VEV_6500;SEASHELLS;1;50
59200;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
59200;;;VEV_4000;SEASHELLS;1268;50
59200;;;VEV_4500;SEASHELLS;765;50
59200;;;VEV_5000;SEASHELLS;265;50
59200;;;VEV_5100;SEASHELLS;174;50
59200;;;VEV_5200;SEASHELLS;100;50
59200;;;VEV_5300;SEASHELLS;49;50
59200;;;VEV_5400;SEASHELLS;18;50
59200;;;VEV_5500;SEASHELLS;8;50
59200;;;VEV_6000;SEASHELLS;1;50
59200;;;VEV_6500;SEASHELLS;1;50
59900;;;VELVETFRUIT_EXTRACT;SEASHELLS;5261;50
59900;;;VEV_4000;SEASHELLS;1252;50
59900;;;VEV_4500;SEASHELLS;756;50
59900;;;VEV_5000;SEASHELLS;264;50
59900;;;VEV_5100;SEASHELLS;175;50
59900;;;VEV_5200;SEASHELLS;101;50
59900;;;VEV_5300;SEASHELLS;50;50
59900;;;VEV_5400;SEASHELLS;17;50
59900;;;VEV_5500;SEASHELLS;8;50
59900;;;VEV_6000;SEASHELLS;0;50
59900;;;VEV_6500;SEASHELLS;0;50
61300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
61300;;;VEV_4000;SEASHELLS;1268;50
61300;;;VEV_4500;SEASHELLS;765;50
61300;;;VEV_5000;SEASHELLS;266;50
61300;;;VEV_5100;SEASHELLS;174;50
61300;;;VEV_5200;SEASHELLS;100;50
61300;;;VEV_5300;SEASHELLS;50;50
61300;;;VEV_5400;SEASHELLS;18;50
61300;;;VEV_5500;SEASHELLS;9;50
61300;;;VEV_6000;SEASHELLS;1;50
61300;;;VEV_6500;SEASHELLS;1;50
69600;;;VELVETFRUIT_EXTRACT;SEASHELLS;5263;50
69600;;;VEV_4000;SEASHELLS;1271;50
69600;;;VEV_4500;SEASHELLS;768;50
69600;;;VEV_5000;SEASHELLS;267;50
69600;;;VEV_5100;SEASHELLS;176;50
69600;;;VEV_5200;SEASHELLS;104;50
69600;;;VEV_5300;SEASHELLS;51;50
69600;;;VEV_5400;SEASHELLS;18;50
69600;;;VEV_5500;SEASHELLS;8;50
69600;;;VEV_6000;SEASHELLS;1;50
69600;;;VEV_6500;SEASHELLS;1;50
73200;;;VELVETFRUIT_EXTRACT;SEASHELLS;5261;50
73200;;;VEV_4000;SEASHELLS;1253;50
73200;;;VEV_4500;SEASHELLS;755;50
73200;;;VEV_5000;SEASHELLS;264;50
73200;;;VEV_5100;SEASHELLS;174;50
73200;;;VEV_5200;SEASHELLS;101;50
73200;;;VEV_5300;SEASHELLS;51;50
73200;;;VEV_5400;SEASHELLS;16;50
73200;;;VEV_5500;SEASHELLS;7;50
73200;;;VEV_6000;SEASHELLS;0;50
73200;;;VEV_6500;SEASHELLS;0;50
73300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5263;50
73300;;;VEV_4000;SEASHELLS;1271;50
73300;;;VEV_4500;SEASHELLS;768;50
73300;;;VEV_5000;SEASHELLS;267;50
73300;;;VEV_5100;SEASHELLS;176;50
73300;;;VEV_5200;SEASHELLS;102;50
73300;;;VEV_5300;SEASHELLS;52;50
73300;;;VEV_5400;SEASHELLS;17;50
73300;;;VEV_5500;SEASHELLS;8;50
73300;;;VEV_6000;SEASHELLS;1;50
73300;;;VEV_6500;SEASHELLS;1;50
74300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5259;50
74300;;;VEV_4000;SEASHELLS;1251;50
74300;;;VEV_4500;SEASHELLS;753;50
74300;;;VEV_5000;SEASHELLS;262;50
74300;;;VEV_5100;SEASHELLS;173;50
74300;;;VEV_5200;SEASHELLS;99;50
74300;;;VEV_5300;SEASHELLS;51;50
74300;;;VEV_5400;SEASHELLS;16;50
74300;;;VEV_5500;SEASHELLS;7;50
74300;;;VEV_6000;SEASHELLS;0;50
74300;;;VEV_6500;SEASHELLS;0;50
76400;;;VELVETFRUIT_EXTRACT;SEASHELLS;5263;50
76400;;;VEV_4000;SEASHELLS;1271;50
76400;;;VEV_4500;SEASHELLS;768;50
76400;;;VEV_5000;SEASHELLS;267;50
76400;;;VEV_5100;SEASHELLS;177;50
76400;;;VEV_5200;SEASHELLS;102;50
76400;;;VEV_5300;SEASHELLS;52;50
76400;;;VEV_5400;SEASHELLS;18;50
76400;;;VEV_5500;SEASHELLS;8;50
76400;;;VEV_6000;SEASHELLS;1;50
76400;;;VEV_6500;SEASHELLS;1;50
78300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5262;50
78300;;;VEV_4000;SEASHELLS;1270;50
78300;;;VEV_4500;SEASHELLS;767;50
78300;;;VEV_5000;SEASHELLS;267;50
78300;;;VEV_5100;SEASHELLS;176;50
78300;;;VEV_5200;SEASHELLS;101;50
78300;;;VEV_5300;SEASHELLS;51;50
78300;;;VEV_5400;SEASHELLS;18;50
78300;;;VEV_5500;SEASHELLS;8;50
78300;;;VEV_6000;SEASHELLS;1;50
78300;;;VEV_6500;SEASHELLS;1;50
79700;;;VELVETFRUIT_EXTRACT;SEASHELLS;5263;50
79700;;;VEV_4000;SEASHELLS;1255;50
79700;;;VEV_4500;SEASHELLS;757;50
79700;;;VEV_5000;SEASHELLS;265;50
79700;;;VEV_5100;SEASHELLS;176;50
79700;;;VEV_5200;SEASHELLS;101;50
79700;;;VEV_5300;SEASHELLS;51;50
79700;;;VEV_5400;SEASHELLS;16;50
79700;;;VEV_5500;SEASHELLS;7;50
79700;;;VEV_6000;SEASHELLS;0;50
79700;;;VEV_6500;SEASHELLS;0;50
82300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5269;50
82300;;;VEV_4000;SEASHELLS;1277;50
82300;;;VEV_4500;SEASHELLS;774;50
82300;;;VEV_5000;SEASHELLS;272;50
82300;;;VEV_5100;SEASHELLS;181;50
82300;;;VEV_5200;SEASHELLS;105;50
82300;;;VEV_5300;SEASHELLS;53;50
82300;;;VEV_5400;SEASHELLS;18;50
82300;;;VEV_5500;SEASHELLS;8;50
82300;;;VEV_6000;SEASHELLS;1;50
82300;;;VEV_6500;SEASHELLS;1;50
83300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5265;50
83300;;;VEV_4000;SEASHELLS;1258;50
83300;;;VEV_4500;SEASHELLS;760;50
83300;;;VEV_5000;SEASHELLS;269;50
83300;;;VEV_5100;SEASHELLS;179;50
83300;;;VEV_5200;SEASHELLS;103;50
83300;;;VEV_5300;SEASHELLS;52;50
83300;;;VEV_5400;SEASHELLS;17;50
83300;;;VEV_5500;SEASHELLS;7;50
83300;;;VEV_6000;SEASHELLS;0;50
83300;;;VEV_6500;SEASHELLS;0;50
86900;;;VELVETFRUIT_EXTRACT;SEASHELLS;5259;50
86900;;;VEV_4000;SEASHELLS;1252;50
86900;;;VEV_4500;SEASHELLS;754;50
86900;;;VEV_5000;SEASHELLS;262;50
86900;;;VEV_5100;SEASHELLS;175;50
86900;;;VEV_5200;SEASHELLS;100;50
86900;;;VEV_5300;SEASHELLS;51;50
86900;;;VEV_5400;SEASHELLS;17;50
86900;;;VEV_5500;SEASHELLS;7;50
86900;;;VEV_6000;SEASHELLS;0;50
86900;;;VEV_6500;SEASHELLS;0;50
87100;;;VELVETFRUIT_EXTRACT;SEASHELLS;5257;50
87100;;;VEV_4000;SEASHELLS;1249;50
87100;;;VEV_4500;SEASHELLS;751;50
87100;;;VEV_5000;SEASHELLS;260;50
87100;;;VEV_5100;SEASHELLS;172;50
87100;;;VEV_5200;SEASHELLS;98;50
87100;;;VEV_5300;SEASHELLS;50;50
87100;;;VEV_5400;SEASHELLS;17;50
87100;;;VEV_5500;SEASHELLS;7;50
87100;;;VEV_6000;SEASHELLS;0;50
87100;;;VEV_6500;SEASHELLS;0;50
92900;;;VELVETFRUIT_EXTRACT;SEASHELLS;5258;50
92900;;;VEV_4000;SEASHELLS;1266;50
92900;;;VEV_4500;SEASHELLS;763;50
92900;;;VEV_5000;SEASHELLS;262;50
92900;;;VEV_5100;SEASHELLS;173;50
92900;;;VEV_5200;SEASHELLS;99;50
92900;;;VEV_5300;SEASHELLS;51;50
92900;;;VEV_5400;SEASHELLS;17;50
92900;;;VEV_5500;SEASHELLS;8;50
92900;;;VEV_6000;SEASHELLS;1;50
92900;;;VEV_6500;SEASHELLS;1;50
96000;;;VELVETFRUIT_EXTRACT;SEASHELLS;5259;50
96000;;;VEV_4000;SEASHELLS;1267;50
96000;;;VEV_4500;SEASHELLS;764;50
96000;;;VEV_5000;SEASHELLS;264;50
96000;;;VEV_5100;SEASHELLS;174;50
96000;;;VEV_5200;SEASHELLS;99;50
96000;;;VEV_5300;SEASHELLS;52;50
96000;;;VEV_5400;SEASHELLS;17;50
96000;;;VEV_5500;SEASHELLS;8;50
96000;;;VEV_6000;SEASHELLS;1;50
96000;;;VEV_6500;SEASHELLS;1;50
97100;;;VELVETFRUIT_EXTRACT;SEASHELLS;5258;50
97100;;;VEV_4000;SEASHELLS;1250;50
97100;;;VEV_4500;SEASHELLS;752;50
97100;;;VEV_5000;SEASHELLS;261;50
97100;;;VEV_5100;SEASHELLS;174;50
97100;;;VEV_5200;SEASHELLS;100;50
97100;;;VEV_5300;SEASHELLS;51;50
97100;;;VEV_5400;SEASHELLS;17;50
97100;;;VEV_5500;SEASHELLS;6;50
97100;;;VEV_6000;SEASHELLS;0;50
97100;;;VEV_6500;SEASHELLS;0;50
99200;;;VELVETFRUIT_EXTRACT;SEASHELLS;5256;50
99200;;;VEV_4000;SEASHELLS;1264;50
99200;;;VEV_4500;SEASHELLS;761;50
99200;;;VEV_5000;SEASHELLS;261;50
99200;;;VEV_5100;SEASHELLS;172;50
99200;;;VEV_5200;SEASHELLS;98;50
99200;;;VEV_5300;SEASHELLS;51;50
99200;;;VEV_5400;SEASHELLS;17;50
99200;;;VEV_5500;SEASHELLS;8;50
99200;;;VEV_6000;SEASHELLS;1;50
99200;;;VEV_6500;SEASHELLS;1;50
105600;;;VELVETFRUIT_EXTRACT;SEASHELLS;5257;50
105600;;;VEV_4000;SEASHELLS;1248;50
105600;;;VEV_4500;SEASHELLS;750;50
105600;;;VEV_5000;SEASHELLS;259;50
105600;;;VEV_5100;SEASHELLS;172;50
105600;;;VEV_5200;SEASHELLS;98;50
105600;;;VEV_5300;SEASHELLS;50;50
105600;;;VEV_5400;SEASHELLS;17;50
105600;;;VEV_5500;SEASHELLS;7;50
105600;;;VEV_6000;SEASHELLS;0;50
105600;;;VEV_6500;SEASHELLS;0;50
109400;;;VELVETFRUIT_EXTRACT;SEASHELLS;5258;50
109400;;;VEV_4000;SEASHELLS;1266;50
109400;;;VEV_4500;SEASHELLS;764;50
109400;;;VEV_5000;SEASHELLS;263;50
109400;;;VEV_5100;SEASHELLS;175;50
109400;;;VEV_5200;SEASHELLS;100;50
109400;;;VEV_5300;SEASHELLS;51;50
109400;;;VEV_5400;SEASHELLS;17;50
109400;;;VEV_5500;SEASHELLS;7;50
109400;;;VEV_6000;SEASHELLS;1;50
109400;;;VEV_6500;SEASHELLS;1;50
114200;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
114200;;;VEV_4000;SEASHELLS;1268;50
114200;;;VEV_4500;SEASHELLS;765;50
114200;;;VEV_5000;SEASHELLS;264;50
114200;;;VEV_5100;SEASHELLS;176;50
114200;;;VEV_5200;SEASHELLS;101;50
114200;;;VEV_5300;SEASHELLS;51;50
114200;;;VEV_5400;SEASHELLS;18;50
114200;;;VEV_5500;SEASHELLS;8;50
114200;;;VEV_6000;SEASHELLS;1;50
114200;;;VEV_6500;SEASHELLS;1;50
118300;;;VELVETFRUIT_EXTRACT;SEASHELLS;5261;50
118300;;;VEV_4000;SEASHELLS;1269;50
118300;;;VEV_4500;SEASHELLS;766;50
118300;;;VEV_5000;SEASHELLS;265;50
118300;;;VEV_5100;SEASHELLS;176;50
118300;;;VEV_5200;SEASHELLS;102;50
118300;;;VEV_5300;SEASHELLS;51;50
118300;;;VEV_5400;SEASHELLS;19;50
118300;;;VEV_5500;SEASHELLS;8;50
118300;;;VEV_6000;SEASHELLS;1;50
118300;;;VEV_6500;SEASHELLS;1;50
123000;;;VELVETFRUIT_EXTRACT;SEASHELLS;5256;50
123000;;;VEV_4000;SEASHELLS;1249;50
123000;;;VEV_4500;SEASHELLS;751;50
123000;;;VEV_5000;SEASHELLS;260;50
123000;;;VEV_5100;SEASHELLS;173;50
123000;;;VEV_5200;SEASHELLS;99;50
123000;;;VEV_5300;SEASHELLS;50;50
123000;;;VEV_5400;SEASHELLS;17;50
123000;;;VEV_5500;SEASHELLS;6;50
123000;;;VEV_6000;SEASHELLS;0;50
123000;;;VEV_6500;SEASHELLS;0;50
123600;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
123600;;;VEV_4000;SEASHELLS;1268;50
123600;;;VEV_4500;SEASHELLS;765;50
123600;;;VEV_5000;SEASHELLS;264;50
123600;;;VEV_5100;SEASHELLS;175;50
123600;;;VEV_5200;SEASHELLS;100;50
123600;;;VEV_5300;SEASHELLS;51;50
123600;;;VEV_5400;SEASHELLS;18;50
123600;;;VEV_5500;SEASHELLS;8;50
123600;;;VEV_6000;SEASHELLS;1;50
123600;;;VEV_6500;SEASHELLS;1;50
127400;;;VELVETFRUIT_EXTRACT;SEASHELLS;5260;50
127400;;;VEV_4000;SEASHELLS;1268;50
127400;;;VEV_4500;SEASHELLS;766;50
127400;;;VEV_5000;SEASHELLS;264;50
127400;;;VEV_5100;SEASHELLS;175;50
